2.3606 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
4.9309 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
5.7479 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000247FFA01550>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000247FFA63E10>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.7480 	EXP 	window1: recordFrameIntervals = False
5.9141 	EXP 	window1: recordFrameIntervals = True
6.0977 	EXP 	window1: recordFrameIntervals = False
6.1368 	EXP 	Created fixation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fixation', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
6.1654 	EXP 	Created cue = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='images/arrow-left.png', interpolate=True, mask=None, maskParams=None, name='cue', opacity=1.0, ori=1.0, pos=array([0., 0.]), size=array([0.2, 0.2]), texRes=128, units='height', win=Window(...))
6.1690 	EXP 	Created target = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='images/circle_red.png', interpolate=True, mask=None, maskParams=None, name='target', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), texRes=128, units='height', win=Window(...))
6.1999 	EXP 	Created break_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='break_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Please take a minute break', units='height', win=Window(...), wrapWidth=1)
6.2002 	EXP 	Created sequence: random, trialTypes=1, nReps=3, seed=None
6.2760 	EXP 	New trial (rep=0, index=0): None
6.2827 	EXP 	Imported conditions.csv as conditions, 8 conditions, 5 params
6.2830 	EXP 	Created sequence: random, trialTypes=8, nReps=1, seed=None
6.4162 	EXP 	New trial (rep=0, index=0): OrderedDict([('targetX', -0.5), ('cueOri', 0), ('congr', 1), ('corrAns', 'left'), ('posner_type', 2)])
6.4853 	EXP 	cue: ori = 0.0
6.4853 	EXP 	target: pos = array([-0.5,  0. ])
6.4853 	EXP 	fixation: autoDraw = True
6.9142 	EXP 	cue: autoDraw = True
7.6146 	EXP 	cue: autoDraw = False
8.1141 	EXP 	target: autoDraw = True
8.4480 	DATA 	Keypress: left
8.4516 	EXP 	New trial (rep=0, index=1): OrderedDict([('targetX', -0.5), ('cueOri', 0), ('congr', 1), ('corrAns', 'left'), ('posner_type', 2)])
8.4639 	EXP 	fixation: autoDraw = False
8.4639 	EXP 	cue: autoDraw = False
8.4639 	EXP 	target: autoDraw = False
8.4639 	EXP 	cue: ori = 0.0
8.4639 	EXP 	target: pos = array([-0.5,  0. ])
8.4639 	EXP 	fixation: autoDraw = True
8.9480 	EXP 	cue: autoDraw = True
9.6474 	EXP 	cue: autoDraw = False
10.1477 	EXP 	target: autoDraw = True
10.5825 	DATA 	Keypress: left
10.5849 	EXP 	New trial (rep=0, index=2): OrderedDict([('targetX', -0.5), ('cueOri', 0), ('congr', 1), ('corrAns', 'left'), ('posner_type', 2)])
10.5976 	EXP 	fixation: autoDraw = False
10.5976 	EXP 	cue: autoDraw = False
10.5976 	EXP 	target: autoDraw = False
10.5976 	EXP 	cue: ori = 0.0
10.5976 	EXP 	target: pos = array([-0.5,  0. ])
10.5976 	EXP 	fixation: autoDraw = True
11.0808 	EXP 	cue: autoDraw = True
11.7811 	EXP 	cue: autoDraw = False
12.2808 	EXP 	target: autoDraw = True
12.5146 	DATA 	Keypress: left
12.5169 	EXP 	New trial (rep=0, index=3): OrderedDict([('targetX', 0.5), ('cueOri', 180), ('congr', 1), ('corrAns', 'right'), ('posner_type', 6)])
12.5308 	EXP 	fixation: autoDraw = False
12.5308 	EXP 	cue: autoDraw = False
12.5308 	EXP 	target: autoDraw = False
12.5308 	EXP 	cue: ori = 180.0
12.5308 	EXP 	target: pos = array([0.5, 0. ])
12.5308 	EXP 	fixation: autoDraw = True
13.0143 	EXP 	cue: autoDraw = True
13.7141 	EXP 	cue: autoDraw = False
14.2146 	EXP 	target: autoDraw = True
14.3159 	DATA 	Keypress: right
14.3186 	EXP 	New trial (rep=0, index=4): OrderedDict([('targetX', 0.5), ('cueOri', 0), ('congr', 0), ('corrAns', 'right'), ('posner_type', 8)])
14.3308 	EXP 	fixation: autoDraw = False
14.3308 	EXP 	cue: autoDraw = False
14.3308 	EXP 	target: autoDraw = False
14.3308 	EXP 	cue: ori = 0.0
14.3308 	EXP 	target: pos = array([0.5, 0. ])
14.3308 	EXP 	fixation: autoDraw = True
14.8147 	EXP 	cue: autoDraw = True
15.5150 	EXP 	cue: autoDraw = False
16.0148 	EXP 	target: autoDraw = True
16.1825 	DATA 	Keypress: left
16.1850 	EXP 	New trial (rep=0, index=5): OrderedDict([('targetX', -0.5), ('cueOri', 180), ('congr', 0), ('corrAns', 'left'), ('posner_type', 4)])
16.1990 	EXP 	fixation: autoDraw = False
16.1990 	EXP 	cue: autoDraw = False
16.1990 	EXP 	target: autoDraw = False
16.1990 	EXP 	cue: ori = 180.0
16.1990 	EXP 	target: pos = array([-0.5,  0. ])
16.1990 	EXP 	fixation: autoDraw = True
16.6815 	EXP 	cue: autoDraw = True
17.3818 	EXP 	cue: autoDraw = False
17.8824 	EXP 	target: autoDraw = True
18.1993 	DATA 	Keypress: left
18.2009 	EXP 	New trial (rep=0, index=6): OrderedDict([('targetX', 0.5), ('cueOri', 180), ('congr', 1), ('corrAns', 'right'), ('posner_type', 6)])
18.2151 	EXP 	fixation: autoDraw = False
18.2151 	EXP 	cue: autoDraw = False
18.2151 	EXP 	target: autoDraw = False
18.2151 	EXP 	cue: ori = 180.0
18.2151 	EXP 	target: pos = array([0.5, 0. ])
18.2151 	EXP 	fixation: autoDraw = True
18.6987 	EXP 	cue: autoDraw = True
19.3985 	EXP 	cue: autoDraw = False
19.8989 	EXP 	target: autoDraw = True
20.2650 	DATA 	Keypress: right
20.2666 	EXP 	New trial (rep=0, index=7): OrderedDict([('targetX', 0.5), ('cueOri', 180), ('congr', 1), ('corrAns', 'right'), ('posner_type', 6)])
20.2812 	EXP 	fixation: autoDraw = False
20.2812 	EXP 	cue: autoDraw = False
20.2812 	EXP 	target: autoDraw = False
20.2812 	EXP 	cue: ori = 180.0
20.2812 	EXP 	target: pos = array([0.5, 0. ])
20.2812 	EXP 	fixation: autoDraw = True
20.7642 	EXP 	cue: autoDraw = True
21.4647 	EXP 	cue: autoDraw = False
21.9645 	EXP 	target: autoDraw = True
22.2812 	DATA 	Keypress: right
22.2981 	EXP 	fixation: autoDraw = False
22.2981 	EXP 	cue: autoDraw = False
22.2981 	EXP 	target: autoDraw = False
22.2981 	EXP 	break_text: autoDraw = True
32.2822 	EXP 	New trial (rep=1, index=0): None
32.2870 	EXP 	Imported conditions.csv as conditions, 8 conditions, 5 params
32.2872 	EXP 	Created sequence: random, trialTypes=8, nReps=1, seed=None
32.4227 	EXP 	New trial (rep=0, index=0): OrderedDict([('targetX', 0.5), ('cueOri', 180), ('congr', 1), ('corrAns', 'right'), ('posner_type', 6)])
32.4305 	EXP 	break_text: autoDraw = False
32.4305 	EXP 	break_text: autoDraw = False
32.4305 	EXP 	cue: ori = 180.0
32.4305 	EXP 	target: pos = array([0.5, 0. ])
32.4305 	EXP 	fixation: autoDraw = True
32.9150 	EXP 	cue: autoDraw = True
33.6147 	EXP 	cue: autoDraw = False
34.1146 	EXP 	target: autoDraw = True
34.4649 	DATA 	Keypress: right
34.4679 	EXP 	New trial (rep=0, index=1): OrderedDict([('targetX', -0.5), ('cueOri', 0), ('congr', 1), ('corrAns', 'left'), ('posner_type', 2)])
34.4809 	EXP 	fixation: autoDraw = False
34.4809 	EXP 	cue: autoDraw = False
34.4809 	EXP 	target: autoDraw = False
34.4809 	EXP 	cue: ori = 0.0
34.4809 	EXP 	target: pos = array([-0.5,  0. ])
34.4809 	EXP 	fixation: autoDraw = True
34.9647 	EXP 	cue: autoDraw = True
35.6647 	EXP 	cue: autoDraw = False
36.1643 	EXP 	target: autoDraw = True
