2.4168 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
5.5000 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
6.3816 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000021A914D94E0>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000021A91552CF8>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=1, size=array([1920, 1080]), stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.3816 	EXP 	window1: recordFrameIntervals = False
6.5479 	EXP 	window1: recordFrameIntervals = True
6.7314 	EXP 	window1: recordFrameIntervals = False
6.7623 	EXP 	Created fixation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([255., 255., 255.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fixation', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
6.8082 	EXP 	Created cue = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='images/arrow-left.png', interpolate=True, mask=None, maskParams=None, name='cue', opacity=1.0, ori=1.0, pos=array([0., 0.]), size=array([0.2, 0.2]), texRes=128, units='height', win=Window(...))
6.8116 	EXP 	Created target = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='images/circle_red.png', interpolate=True, mask=None, maskParams=None, name='target', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), texRes=128, units='height', win=Window(...))
6.8288 	EXP 	Created break_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='break_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Please take a minute break', units='height', win=Window(...), wrapWidth=1)
6.8291 	EXP 	Created sequence: random, trialTypes=1, nReps=3, seed=None
6.9050 	EXP 	New trial (rep=0, index=0): None
6.9120 	EXP 	Imported conditions.csv as conditions, 8 conditions, 5 params
6.9123 	EXP 	Created sequence: random, trialTypes=8, nReps=1, seed=None
7.0496 	EXP 	New trial (rep=0, index=0): OrderedDict([('targetX', -0.5), ('cueOri', 0), ('congr', 1), ('corrAns', 'left'), ('posner_type', 2)])
7.1213 	EXP 	cue: ori = 0.0
7.1213 	EXP 	target: pos = array([-0.5,  0. ])
7.1213 	EXP 	fixation: autoDraw = True
7.5479 	EXP 	cue: autoDraw = True
8.2478 	EXP 	cue: autoDraw = False
8.7478 	EXP 	target: autoDraw = True
8.9647 	DATA 	Keypress: left
8.9663 	EXP 	New trial (rep=0, index=1): OrderedDict([('targetX', -0.5), ('cueOri', 180), ('congr', 0), ('corrAns', 'left'), ('posner_type', 4)])
8.9811 	EXP 	fixation: autoDraw = False
8.9811 	EXP 	cue: autoDraw = False
8.9811 	EXP 	target: autoDraw = False
8.9811 	EXP 	cue: ori = 180.0
8.9811 	EXP 	target: pos = array([-0.5,  0. ])
8.9811 	EXP 	fixation: autoDraw = True
9.4645 	EXP 	cue: autoDraw = True
10.1644 	EXP 	cue: autoDraw = False
10.6645 	EXP 	target: autoDraw = True
11.0326 	DATA 	Keypress: left
11.0336 	EXP 	New trial (rep=0, index=2): OrderedDict([('targetX', 0.5), ('cueOri', 180), ('congr', 1), ('corrAns', 'right'), ('posner_type', 6)])
11.0478 	EXP 	fixation: autoDraw = False
11.0478 	EXP 	cue: autoDraw = False
11.0478 	EXP 	target: autoDraw = False
11.0478 	EXP 	cue: ori = 180.0
11.0478 	EXP 	target: pos = array([0.5, 0. ])
11.0478 	EXP 	fixation: autoDraw = True
11.5313 	EXP 	cue: autoDraw = True
12.2311 	EXP 	cue: autoDraw = False
12.7312 	EXP 	target: autoDraw = True
13.0826 	DATA 	Keypress: right
13.0844 	EXP 	New trial (rep=0, index=3): OrderedDict([('targetX', 0.5), ('cueOri', 180), ('congr', 1), ('corrAns', 'right'), ('posner_type', 6)])
13.0979 	EXP 	fixation: autoDraw = False
13.0979 	EXP 	cue: autoDraw = False
13.0979 	EXP 	target: autoDraw = False
13.0979 	EXP 	cue: ori = 180.0
13.0979 	EXP 	target: pos = array([0.5, 0. ])
13.0979 	EXP 	fixation: autoDraw = True
13.5811 	EXP 	cue: autoDraw = True
14.2812 	EXP 	cue: autoDraw = False
14.7812 	EXP 	target: autoDraw = True
15.1316 	DATA 	Keypress: right
15.1327 	EXP 	New trial (rep=0, index=4): OrderedDict([('targetX', -0.5), ('cueOri', 0), ('congr', 1), ('corrAns', 'left'), ('posner_type', 2)])
15.1481 	EXP 	fixation: autoDraw = False
15.1481 	EXP 	cue: autoDraw = False
15.1481 	EXP 	target: autoDraw = False
15.1481 	EXP 	cue: ori = 0.0
15.1481 	EXP 	target: pos = array([-0.5,  0. ])
15.1481 	EXP 	fixation: autoDraw = True
15.6312 	EXP 	cue: autoDraw = True
16.3312 	EXP 	cue: autoDraw = False
16.8313 	EXP 	target: autoDraw = True
17.0829 	DATA 	Keypress: left
17.0840 	EXP 	New trial (rep=0, index=5): OrderedDict([('targetX', -0.5), ('cueOri', 0), ('congr', 1), ('corrAns', 'left'), ('posner_type', 2)])
17.0979 	EXP 	fixation: autoDraw = False
17.0979 	EXP 	cue: autoDraw = False
17.0979 	EXP 	target: autoDraw = False
17.0979 	EXP 	cue: ori = 0.0
17.0979 	EXP 	target: pos = array([-0.5,  0. ])
17.0979 	EXP 	fixation: autoDraw = True
17.5813 	EXP 	cue: autoDraw = True
18.2812 	EXP 	cue: autoDraw = False
18.7812 	EXP 	target: autoDraw = True
19.0495 	DATA 	Keypress: left
19.0513 	EXP 	New trial (rep=0, index=6): OrderedDict([('targetX', 0.5), ('cueOri', 180), ('congr', 1), ('corrAns', 'right'), ('posner_type', 6)])
19.0645 	EXP 	fixation: autoDraw = False
19.0645 	EXP 	cue: autoDraw = False
19.0645 	EXP 	target: autoDraw = False
19.0645 	EXP 	cue: ori = 180.0
19.0645 	EXP 	target: pos = array([0.5, 0. ])
19.0645 	EXP 	fixation: autoDraw = True
19.5479 	EXP 	cue: autoDraw = True
20.2478 	EXP 	cue: autoDraw = False
20.7479 	EXP 	target: autoDraw = True
20.9984 	DATA 	Keypress: right
20.9995 	EXP 	New trial (rep=0, index=7): OrderedDict([('targetX', 0.5), ('cueOri', 0), ('congr', 0), ('corrAns', 'right'), ('posner_type', 8)])
21.0146 	EXP 	fixation: autoDraw = False
21.0146 	EXP 	cue: autoDraw = False
21.0146 	EXP 	target: autoDraw = False
21.0146 	EXP 	cue: ori = 0.0
21.0146 	EXP 	target: pos = array([0.5, 0. ])
21.0146 	EXP 	fixation: autoDraw = True
21.4979 	EXP 	cue: autoDraw = True
22.1979 	EXP 	cue: autoDraw = False
22.6980 	EXP 	target: autoDraw = True
23.0655 	DATA 	Keypress: right
23.0814 	EXP 	fixation: autoDraw = False
23.0814 	EXP 	cue: autoDraw = False
23.0814 	EXP 	target: autoDraw = False
23.0814 	EXP 	break_text: autoDraw = True
24.2986 	DATA 	Keypress: escape
24.5253 	EXP 	window1: mouseVisible = True
